Time,TemperatureC
2016-11-04 00:03:00,12.6
2016-11-04 00:13:00,12.6
2016-11-04 00:24:00,12.6
2016-11-04 00:34:00,12.6
2016-11-04 00:44:00,12.5
2016-11-04 00:54:00,12.5
2016-11-04 01:04:00,12.2
2016-11-04 01:14:00,12.2
2016-11-04 01:24:00,12.0
2016-11-04 01:34:00,11.9
2016-11-04 01:44:00,11.8
2016-11-04 01:54:00,11.8
