Time,TemperatureC
2016-11-04 00:01:00,15.4
2016-11-04 00:11:00,15.4
2016-11-04 00:21:00,15.4
2016-11-04 00:31:00,15.3
2016-11-04 00:41:00,15.3
2016-11-04 00:51:00,15.3
2016-11-04 01:01:00,15.2
2016-11-04 01:11:00,15.2
2016-11-04 01:21:00,15.0
2016-11-04 01:32:00,14.9
2016-11-04 01:42:00,14.9
2016-11-04 01:52:00,14.9

