Time,TemperatureC
2016-11-04 00:08:00,14.10
2016-11-04 00:18:00,14.10
2016-11-04 00:28:00,14.00
2016-11-04 00:38:00,14.00
2016-11-04 00:48:00,14.00
2016-11-04 00:58:00,14.00
2016-11-04 01:09:00,13.80
2016-11-04 01:19:00,13.80
2016-11-04 01:29:00,13.70
2016-11-04 01:39:00,13.60
2016-11-04 01:49:00,13.60
2016-11-04 01:59:00,13.60
