Time,TemperatureC
2016-11-04 00:06:00,14.50
2016-11-04 00:16:00,14.50
2016-11-04 00:26:00,14.40
2016-11-04 00:35:00,14.40
2016-11-04 00:45:00,14.40
2016-11-04 00:55:00,14.20
2016-11-04 01:06:00,14.20
2016-11-04 01:16:00,14.20
2016-11-04 01:26:00,14.00
2016-11-04 01:35:00,14.00
2016-11-04 01:47:00,13.90
2016-11-04 01:57:00,13.90
