Time,TemperatureC
2016-11-04 00:01:00,14.00
2016-11-04 00:11:00,14.00
2016-11-04 00:21:00,14.00
2016-11-04 00:31:00,14.00
2016-11-04 00:41:00,14.00
2016-11-04 00:51:00,14.00
2016-11-04 01:01:00,13.90
2016-11-04 01:11:00,13.90
2016-11-04 01:21:00,13.80
2016-11-04 01:31:00,13.80
2016-11-04 01:41:00,13.70
2016-11-04 01:51:00,13.70
