Time,TemperatureC
2016-11-04 00:01:00,13.50
2016-11-04 00:11:00,13.50
2016-11-04 00:21:00,13.40
2016-11-04 00:31:00,13.40
2016-11-04 00:41:00,13.40
2016-11-04 00:51:00,13.40
2016-11-04 01:01:00,13.30
2016-11-04 01:11:00,13.30
2016-11-04 01:21:00,13.10
2016-11-04 01:31:00,13.00
2016-11-04 01:41:00,12.90
2016-11-04 01:51:00,12.90
