Time,TemperatureC
2016-11-04 00:01:00,14.60
2016-11-04 00:11:00,14.60
2016-11-04 00:21:00,14.60
2016-11-04 00:31:00,14.60
2016-11-04 00:41:00,14.50
2016-11-04 00:51:00,14.50
2016-11-04 01:02:00,14.50
2016-11-04 01:12:00,14.50
2016-11-04 01:22:00,14.20
2016-11-04 01:32:00,14.10
2016-11-04 01:42:00,14.00
2016-11-04 01:52:00,14.00
