Time,TemperatureC
2016-11-04 00:03:00,13.30
2016-11-04 00:13:00,13.30
2016-11-04 00:23:00,13.30
2016-11-04 00:33:00,13.30
2016-11-04 00:43:00,13.20
2016-11-04 00:53:00,13.20
2016-11-04 01:03:00,13.10
2016-11-04 01:13:00,13.10
2016-11-04 01:24:00,12.90
2016-11-04 01:34:00,12.90
2016-11-04 01:44:00,12.90
2016-11-04 01:54:00,12.90
